Key,SourceString
SYSTXT_Main_UI_57070,"Respawn location when wiped out"
SYSTXT_Main_UI_57080,"Battle Road Coin"
SYSTXT_Main_UI_57090,"Badge Coin"
SYSTXT_Main_UI_58010,"No armor information"
SYSTXT_Main_UI_60010,"Mantan"
SYSTXT_Main_UI_60020,"Almost perfect"
SYSTXT_Main_UI_60030,"Replace"
SYSTXT_Main_UI_60040,"Skill Panel"
SYSTXT_Main_UI_60050,"Reset"
SYSTXT_Main_UI_60060,"Battle Settings"
SYSTXT_Main_UI_60070,"System Settings"
SYSTXT_Main_UI_60080,"Travel Tips"
SYSTXT_Main_UI_60090,"Help?"
SYSTXT_Main_UI_60100,"Return to Title"
SYSTXT_Main_UI_60110,"Manual"
SYSTXT_Main_UI_60120,"Play Preferences"
SYSTXT_Main_UI_60130,"Exit game"
SYSTXT_Main_UI_61010,"Most efficiently <lf> everyone's HP <lf> in one shot!"
SYSTXT_Main_UI_61020,"Most efficiently <lf> everyone's HP <lf> almost perfectly!"
SYSTXT_Main_UI_61030,"Swap <lf> members when fighting monsters"
SYSTXT_Main_UI_61040,"Configure <lf> settings for skill panel"
SYSTXT_Main_UI_61050,"Change <lf> behavior when fighting monsters"
SYSTXT_Main_UI_61060,"<lf> various settings related to battle <lf>"
SYSTXT_Main_UI_61070,"<lf> various system settings <lf>"
SYSTXT_Main_UI_61080,"Confirm <lf>various information that will <lf>help you on your adventure"
SYSTXT_Main_UI_61090,"If you have any questions regarding the game, please <lf>here"
SYSTXT_Main_UI_61100,"Return <lf> to <lf> title without recording adventure"
SYSTXT_Main_UI_61110,"Check <lf> general game description <lf>"
SYSTXT_Main_UI_61120,"Set <lf> play environment <lf> (common to adventure books)"
SYSTXT_Main_UI_61130,"Exit <lf> game <lf> without recording adventure"
SYSTXT_Main_UI_61140,"Your progress so far will not be recorded in the Adventure Book, but <lf>Are you sure you want to quit the game? <yesno2><break>"
SYSTXT_Main_UI_61141,"Are you sure you want to exit the game? <yesno2><break>"
SYSTXT_Main_UI_61150,"Exiting the game. <lf>Don't <lf>close the application."
SYSTXT_Main_UI_61160,"Your progress so far won't be recorded in the adventure book <lf>Are you sure you want to go back to the title? <yesno2><break>"
